gene_id	Op_Prot_Nat_A	Op_Prot_Nat_B	Op_Prot_Nat_C	Tr_Prot_Nat_A	Tr_Prot_Nat_B	Tr_Prot_Nat_C	Tr_Prot_Alk_A	Tr_Prot_Alk_B	Tr_Prot_Alk_C
evm.model.scaffold13.78	13.82	13.81	13.28	16.07	19.64	12.21	13.63	17.2	13.83
evm.model.scaffold13.77	29.17	26.83	23.65	34.12	33.89	22.73	28.02	33.96	30.51
evm.model.scaffold13.76	10.83	10.01	10.32	12.71	13.22	10.83	10.4	12.97	11.03
evm.model.scaffold13.75	0.02	7.15	2.66	6.41	15.26	7.91	11.02	28.83	14.41
evm.model.scaffold13.74	2.41	4.12	3.4	2.83	4.21	3.76	3.76	3.57	3.35
evm.model.scaffold13.73	0	3.15	1.54	2.82	8.87	3.83	6.63	18.03	7.11
evm.model.scaffold13.72	0	5.77	2.56	3.56	13.18	7.44	8.44	33.62	14.55
evm.model.scaffold13.71	0	12.89	4.44	11.57	34.96	15.56	21.09	70.53	30.6
evm.model.scaffold13.70	0.01	1.49	0.6	1.32	3.92	1.85	2.21	8.29	3.21
evm.model.scaffold13.7	0.19	1.35	0.39	1.24	3.14	1.17	1.76	4.91	1.8
evm.model.scaffold13.69	0	0.96	0.29	1.32	2.24	0.95	1.88	2.56	1.63
evm.model.scaffold13.68	1.98	0.87	1.5	1.78	1.42	1.22	0.99	2.02	1.96
evm.model.scaffold13.67	1.42	1.44	1.34	2.2	1.61	1.43	1.2	2.29	1.92
evm.model.scaffold13.66	1.21	0.49	0.44	0.92	1.23	0.45	0.35	0.63	0.41
evm.model.scaffold13.65	0	0	0	0.05	0.01	0.01	0	0	0.02
evm.model.scaffold13.64	0.02	21.47	9.78	19.14	51.63	26.18	35.57	110.14	47.3
evm.model.scaffold13.63	0.33	0.16	0.45	0.46	0.85	0.28	1.2	0.44	0.69
evm.model.scaffold13.62	2.22	1.92	2.1	3.1	3.14	1.93	1.75	4.07	3.14
evm.model.scaffold13.61	49.34	42.39	46.33	46.16	100.88	44.47	41.05	56.29	41.21
evm.model.scaffold13.60	50.11	51.27	50.85	65.75	69.79	42.78	43.79	63.54	54.5
evm.model.scaffold13.6	306.48	136.69	195.07	559.05	351.76	52.68	280.95	481.87	204.15
evm.model.scaffold13.59	68.54	77.53	72.02	55.25	64.91	67.19	70.05	63.7	68.14
evm.model.scaffold13.58	10.74	5.79	9.05	12.45	8.92	8.41	8.59	10.04	11.65
evm.model.scaffold13.57	99.56	81.64	76.36	55.65	44.58	77.73	156.36	145.48	135.45
evm.model.scaffold13.56	6.8	2.41	3.55	9.7	2.03	2.97	4.38	6.62	4.23
evm.model.scaffold13.55	3.71	3.12	3.41	3.03	4.38	2.93	4.09	3.64	4.89
evm.model.scaffold13.54	0.03	0.53	0.24	0.29	1.36	0.46	0.71	2.87	0.92
evm.model.scaffold13.53	355.85	409.82	336.07	199.69	276.78	315.62	346.08	242.27	358.09
evm.model.scaffold13.52	16.99	14.26	15.84	16.49	15.74	14.19	14.34	14.74	17.37
evm.model.scaffold13.51	17.85	18.66	15.96	23.56	23.84	16.02	16.73	24.13	21.79
evm.model.scaffold13.50	28.93	31.97	29.55	31.25	33.8	33.29	30.88	37.49	35.57
evm.model.scaffold13.5	174.87	346.25	165.94	167.34	242.34	172.21	160.94	499.17	221.71
evm.model.scaffold13.49	0.12	0.07	0.11	0.24	0.21	0.19	0.25	0.2	0.17
evm.model.scaffold13.48	15.53	15.41	12.7	18.56	22.25	14.56	15.83	21.59	16.35
evm.model.scaffold13.47	16.55	20.04	19.72	16.67	30.03	18.42	20.37	34.32	25.44
evm.model.scaffold13.46	0.04	1.72	1.35	2.1	4.3	2.46	3.34	6.92	5.27
evm.model.scaffold13.45	0.56	0.34	0.35	0.38	0.32	0.32	0.25	0.61	0.44
evm.model.scaffold13.44	1.52	0	0.48	2.25	0	0.57	0.57	1.64	3.48
evm.model.scaffold13.43	4.01	8.68	5.99	5.89	22.8	5.78	6.45	32.58	8.95
evm.model.scaffold13.42	452.69	597.92	471.43	715.35	956.54	424.24	340.59	666.43	383.86
evm.model.scaffold13.41	2.09	1.22	1.43	3.03	1.51	0.64	1.09	2.39	1.18
evm.model.scaffold13.40	6.07	5.48	5.02	7.25	6.68	3.8	4.62	6.87	5.44
evm.model.scaffold13.4	1.93	24.14	1.79	0.89	10.47	3.36	4.56	29.25	6.27
evm.model.scaffold13.39	6.94	5.58	5.14	7.06	6.41	5.85	6.39	7	6.22
evm.model.scaffold13.38	40.4	41.27	38.11	44.57	49.12	38.85	39.45	49.9	42.35
evm.model.scaffold13.37	10.73	13.02	9.36	11.88	20.12	13.09	14.06	18.1	10.52
evm.model.scaffold13.36	20.39	20.14	19.31	24.89	26.38	18.75	17.55	27.76	20.14
evm.model.scaffold13.35	6.14	10.1	4.91	9.09	13.13	5.2	6.12	11.2	7.06
evm.model.scaffold13.34	8.35	7.72	6.99	12.92	10.32	6.21	7.32	8.48	8.79
evm.model.scaffold13.33	6.45	2.79	4.05	10.94	5.25	3.5	3.07	3.81	5.09
evm.model.scaffold13.32	23.63	20.77	22.16	22.82	21.53	19.18	14.76	17.91	18.72
evm.model.scaffold13.31	7.75	11.33	8.24	10.18	15.1	12.23	13.85	21.49	15.38
evm.model.scaffold13.30	7.38	7.74	5.6	7.67	9.68	7.28	7.79	12.02	8.05
evm.model.scaffold13.3	0	0	0	0.2	0.17	0	0	0	0
evm.model.scaffold13.29	28.71	26.04	28.69	37.88	32.05	26.93	24.87	33.35	25.84
evm.model.scaffold13.28	8.69	8.48	8.15	11.94	12.06	8.56	6.73	11.66	9.92
evm.model.scaffold13.27	554.25	510.81	511.08	540.54	557.34	518.37	450.48	608.94	501.2
evm.model.scaffold13.26	65.86	49.12	61.75	53.23	55.2	54.05	61.06	42.9	60.07
evm.model.scaffold13.25	4.02	4.87	4.19	5.61	5.2	5.92	4.2	7.41	5.28
evm.model.scaffold13.24	16.24	15.98	18.07	18.72	17.32	15.47	17.86	23.65	18.43
evm.model.scaffold13.23	122.61	118.7	117.9	141.76	166.25	105.03	105.02	150.59	125.45
evm.model.scaffold13.22	8.08	8.63	6.82	9.46	12.29	9.11	8.58	12.65	10.08
evm.model.scaffold13.21	11.98	13.15	11.53	16.8	16.78	13.28	12.36	17.44	14.62
evm.model.scaffold13.20	12.23	12.33	11.2	14.89	18.02	13.72	12.17	18.27	15.9
evm.model.scaffold13.2	0.52	0.58	0.53	0.85	1.08	0.45	0.25	0.71	0.78
evm.model.scaffold13.19	0.06	0.54	0.35	0.75	1.22	0.73	1.24	1.69	1.22
evm.model.scaffold13.18	0	8.58	4.42	7.03	20.26	7.49	10.32	40.8	16.16
evm.model.scaffold13.17	0	0	0	0	0	0	0	0	0.06
evm.model.scaffold13.16	6.15	5.7	5.87	7.46	7.11	6.84	5.6	7.85	6.92
evm.model.scaffold13.151	31.5	27.69	28.83	41.39	44.96	29.44	28.42	43.73	31.12
evm.model.scaffold13.150	10.57	9.05	9.9	12.06	12.64	9.9	10.76	14.23	12.62
evm.model.scaffold13.15	54.41	52.79	44.41	97.24	90.62	42.09	46.77	82.27	39.03
evm.model.scaffold13.149	28.14	28.66	24.02	29.87	29.45	21.41	25.9	33.48	22.06
evm.model.scaffold13.148	30.05	29.19	27.24	38	41.72	31.15	28.74	39.1	39.02
evm.model.scaffold13.147	4.99	5.24	3.79	5.01	7.05	4.03	3.95	6.04	5.34
evm.model.scaffold13.146	25.45	33.92	30.58	42.96	35.44	25.95	26.26	40.35	25.24
evm.model.scaffold13.145	1.11	0.76	1.08	1.46	0.59	0.76	1.24	1.54	1.27
evm.model.scaffold13.144	54.21	54.25	46.7	79.37	66.93	48.97	40.77	66.02	51.9
evm.model.scaffold13.143	13.27	13.5	11.64	17.45	15.03	14.13	13.05	16.18	14.81
evm.model.scaffold13.142	13.32	12.86	12.78	11.69	14.57	11.1	9.29	16.12	11.68
evm.model.scaffold13.141	8.09	8.84	9.03	10.17	11.04	7.91	9.27	10.22	8.1
evm.model.scaffold13.140	0.28	0.27	0.42	0.27	0.48	0.54	0.47	0.24	0.42
evm.model.scaffold13.14	13.61	15.44	16.4	20.13	13.94	20.6	16.97	18.68	12.53
evm.model.scaffold13.139	63.36	84.39	77.62	85.44	74.63	94.36	79.19	83.9	56.91
evm.model.scaffold13.138	8.65	10.39	6.59	13.45	18.4	5.14	9.3	17.24	9.67
evm.model.scaffold13.137	267.23	237.28	270.72	313.29	327.61	261.66	209.87	307.35	310.98
evm.model.scaffold13.136	229.22	216.82	235.73	301.06	273.69	255.02	181.37	220.4	280.27
evm.model.scaffold13.135	0.26	1.17	0.33	0.94	2.49	0.67	1.27	4.14	1.55
evm.model.scaffold13.134	482.63	355.65	106.85	607.13	1135.26	1.28	256.06	319.79	388.99
evm.model.scaffold13.133	501.84	595.56	529.16	242.64	488	263.31	433.26	255.74	370.75
evm.model.scaffold13.132	13.08	14.48	13.84	18.09	20.58	16.62	13.08	18.65	14.73
evm.model.scaffold13.131	17.76	19.54	16.47	17.1	25.61	16.58	18.22	21.6	22.7
evm.model.scaffold13.130	23.32	19.61	20.65	32.29	29.78	19.88	23.37	25.62	27.09
evm.model.scaffold13.13	8.71	12.23	9.4	10.08	15.01	9.64	9.5	15.38	9.48
evm.model.scaffold13.129	17.87	17.86	18.64	21.49	22.68	18.87	12.39	25.98	17.13
evm.model.scaffold13.128	47.55	41.15	43.72	54.85	55.28	45.31	41.95	49.45	50.46
evm.model.scaffold13.127	2.09	1.48	1.38	3.37	1.8	1.55	2.09	2.41	1.91
evm.model.scaffold13.126	1.06	1.14	1	1.95	1.66	0.64	0.77	2.13	1.31
evm.model.scaffold13.125	566.32	789.94	626.3	495.52	743	603.2	562.69	635.18	576.83
evm.model.scaffold13.124	0	2.25	1.09	2.01	5.06	2.59	3.32	12.32	5.05
evm.model.scaffold13.123	0	0	0	0	0	0	0	0	0
evm.model.scaffold13.122	73.21	64.23	73.81	59.51	55.19	58.33	47.17	31.62	47.68
evm.model.scaffold13.121	57.56	47.32	69.87	62.45	43.32	73.52	75.16	46.31	91.67
evm.model.scaffold13.120	11.42	10.53	11.08	15.49	16.91	10.6	12.37	15.55	12.88
evm.model.scaffold13.12	291.09	340.42	304.82	331.95	489.85	262.05	190.24	322.41	262.22
evm.model.scaffold13.119	9.55	9.56	8.88	11	11.86	9.01	8.31	12.8	10.97
evm.model.scaffold13.118	2994.11	2820.86	2791.86	3106.04	3223.82	2793.21	3046.69	3116.29	3368.93
evm.model.scaffold13.117	17.37	14.36	17.59	20.33	19.94	17.71	13.96	21.21	19.35
evm.model.scaffold13.116	188.75	198.34	234.41	392.36	242.77	169.81	145.87	405.06	129.06
evm.model.scaffold13.115	0.1	5.45	3.14	5.23	13.32	6.3	7.88	24.21	12.85
evm.model.scaffold13.114	0.06	1.56	0.75	1.56	4.47	2.38	2.64	8.17	3.39
evm.model.scaffold13.113	13.09	16.31	13.25	20.53	16.99	23.08	14.07	20.3	13.22
evm.model.scaffold13.112	0	0.84	0.25	0.64	2.18	0.95	1.15	4.83	1.89
evm.model.scaffold13.111	7.07	6.73	5.68	9.55	7.54	6.7	3.83	7.26	6.63
evm.model.scaffold13.110	9.62	13.61	13.72	9.35	7.4	18.76	8.07	8.64	7.32
evm.model.scaffold13.11	369.09	241.58	241.59	373.56	248.07	115.29	168.83	353.7	196.23
evm.model.scaffold13.109	17.64	16.39	14.95	22.79	21.49	15.43	12.41	22.74	13.55
evm.model.scaffold13.108	0	0	0	0	0	0	0	0	0
evm.model.scaffold13.107	15.11	19.72	13.04	24.81	22.29	15.64	13.7	18.65	15.9
evm.model.scaffold13.106	3.29	4.03	3.99	3.89	5.24	5.01	3.3	6.45	5.43
evm.model.scaffold13.105	4.56	6.65	6.17	6.85	12.23	8.18	7.71	16.2	9.86
evm.model.scaffold13.104	4.75	4.21	4.19	6.81	5.89	4.28	4.79	6.01	4.36
evm.model.scaffold13.103	15.37	18.55	15.66	14.51	15.17	19.5	21.57	19.15	19.43
evm.model.scaffold13.102	55.07	71.95	66.46	71.88	57.45	79.82	74.72	71.04	59.37
evm.model.scaffold13.101	30.37	37.64	30.25	23.1	30.97	31.04	27.27	27.28	33.03
evm.model.scaffold13.100	131.66	191.82	181.35	178.48	229.7	224.82	144.54	224.54	232.5
evm.model.scaffold13.10	0	0	0	0	0	0	0	0	0
evm.model.scaffold13.1	1.42	1.15	1.16	1.64	1.82	1.05	0.87	1.62	1.28
evm.model.scaffold129.4	0	5.19	2.46	5.67	12.58	5.64	8.14	24.09	10.8
evm.model.scaffold129.3	6.5	13.12	5.2	3.85	7.19	5.24	11.29	11.29	4.55
evm.model.scaffold129.2	0	0	0	0	0	0	0	0	0
evm.model.scaffold129.1	17.62	26.22	25.84	6.3	1.91	61.72	57.52	22.12	26.34
evm.model.scaffold128.9	52.03	37.36	43.56	53.59	49	29.35	34.21	56.09	35.52
evm.model.scaffold128.8	17.2	11.72	14.97	6.5	10.64	7.04	12.59	11.88	6.33
evm.model.scaffold128.7	2.64	2.84	1.46	2.61	2.99	2.14	2.71	3.76	2.49
evm.model.scaffold128.6	3.04	3.14	3.55	3.38	3.88	3.27	2.48	3.94	4.02
evm.model.scaffold128.5	9.79	2.33	1.18	8.46	10.3	1.24	7.87	2.29	2.14
evm.model.scaffold128.4	2.71	2.84	2.85	3.82	2.62	2.48	3.26	3.08	2.46
evm.model.scaffold128.3	80.46	109.02	98.09	50.31	54.07	111.81	89.42	72.91	74.55
evm.model.scaffold128.2	79.64	147.67	97.47	54.43	62.09	98.77	106.47	71.9	116.13
evm.model.scaffold128.1	0.34	0.33	0.41	0.11	0.28	0.32	0.33	0.44	0.25
evm.model.scaffold127.8	0.06	0	0.03	0.12	0.21	0.02	0.06	0.07	0.06
evm.model.scaffold127.7	0.02	0.67	0.45	0.98	2.1	1.05	1.2	2.59	1.88
evm.model.scaffold127.6	0.2	2.88	1.77	2.95	7.69	4.16	5.28	16.44	7.14
evm.model.scaffold127.5	19.58	10.6	9.33	18.86	11.76	6.29	23.78	12.98	10.84
evm.model.scaffold127.4	11.9	7.14	8.25	11.77	9.98	6.39	6.57	9.69	9.13
evm.model.scaffold127.3	3.09	0.04	1.05	1.62	0.14	4.05	14.3	1.81	8.05
evm.model.scaffold127.2	7.33	6.24	6.3	8.65	7.55	5.46	5.56	6.08	6.76
evm.model.scaffold127.1	2.25	2.42	2.57	4.5	2.84	7.63	2.08	3.46	2.69
evm.model.scaffold126.6	0.06	0	0.03	0.08	0.16	0.03	0.06	0.22	0.21
evm.model.scaffold126.5	0	0.04	0.03	0.08	0	0.03	0.06	0	0
evm.model.scaffold126.4	2.23	2.24	2.28	3.59	3.04	1.97	2.21	3.27	3.5
evm.model.scaffold126.3	19.48	22.15	24.75	20.32	27.78	33.91	17.49	16.02	25.65
evm.model.scaffold126.2	0.08	0	0	0.33	0	0.08	0	0.09	0.22
evm.model.scaffold126.1	0.07	1.65	0.43	1.12	2.84	1.63	2.67	6.72	2.23
evm.model.scaffold125.9	0.39	0.3	0.5	0.3	0.23	0.22	0.26	0.38	0.23
evm.model.scaffold125.8	20.79	18.88	17.77	23.58	24.91	22.45	19.15	24.59	20.86
evm.model.scaffold125.7	9.51	9.97	10.27	12.98	13.09	11.84	10.05	14.67	11.4
evm.model.scaffold125.6	102.64	90.01	95.93	136.91	94.19	107.9	79.78	94.78	64.97
evm.model.scaffold125.5	2.54	0.85	0.82	0.86	1.21	3.32	0.61	2.36	4.92
evm.model.scaffold125.4	155.56	202.75	158.39	165.33	149.25	183.62	189.57	115.88	189.01
evm.model.scaffold125.3	0.86	29.55	60.52	11.13	0.94	648.8	21.26	2.39	206.25
evm.model.scaffold125.24	5.16	7.79	5.26	7.75	2.16	8.64	9.01	7.91	6.79
evm.model.scaffold125.23	0.81	0.53	0.7	1.02	0.89	0.91	0.88	1.3	0.94
evm.model.scaffold125.22	6.6	7.28	5.94	8.42	11.1	8.74	9.26	16.28	10.71
evm.model.scaffold125.21	9.27	8.86	8.52	11.48	12.98	7.82	8.03	11.56	9.75
evm.model.scaffold125.20	57.12	60.96	49.27	74.15	78.31	56.12	54.53	69.41	64.75
evm.model.scaffold125.2	13.15	17.92	21.84	15.32	13.91	102.14	16.69	18.99	44.82
evm.model.scaffold125.19	342.97	355.35	349.42	302.73	350.63	391.04	356.27	317.19	361.65
evm.model.scaffold125.18	2.61	3.92	2.89	4.06	5.92	3.55	3.9	7.43	5.19
evm.model.scaffold125.17	0	0.17	0	0	0.04	0.02	0	0.04	0.02
evm.model.scaffold125.16	0	0	0	0	0	0.09	0	0	0
evm.model.scaffold125.15	5.06	6.44	6.91	7.64	6.63	6.35	4.29	7.67	6.26
evm.model.scaffold125.14	54.1	48.71	52.71	80.79	64.28	63.65	55.95	66.27	55.51
evm.model.scaffold125.13	5.86	5.51	5.74	6.49	8.45	4.58	4.38	7.14	5.89
evm.model.scaffold125.12	346.51	318.31	305.44	487.24	431.09	309.41	301.71	392.88	303.61
evm.model.scaffold125.11	32.45	27.62	28.35	39.13	33.35	29.73	26.97	39.97	31.16
evm.model.scaffold125.10	6.68	7.51	7.24	9.01	10.53	7.08	7.32	10.5	7.79
evm.model.scaffold125.1	0	0.07	0	0.07	0.13	0.01	0.03	0.17	0
evm.model.scaffold124.9	56.3	60.16	53.33	78.09	91.41	57.95	61.02	89.73	70.79
evm.model.scaffold124.8	5.1	16.46	3.96	3.98	21.47	3.36	4.45	20.22	7.01
evm.model.scaffold124.7	39.39	39.54	37.8	47.43	52.7	38.44	36.18	52.29	41.01
evm.model.scaffold124.6	14.47	12.02	11.55	19.06	18.47	10.28	10.7	18.08	13.38
evm.model.scaffold124.5	0	1.61	1.18	1.89	2.29	1.08	5.7	10.21	4.98
evm.model.scaffold124.4	2.55	2.19	1.96	3.1	3.01	1.72	1.68	3.67	2.86
evm.model.scaffold124.3	39.5	38.4	39.22	51.11	55.97	41.92	36.74	53.61	51.07
evm.model.scaffold124.2	23.37	23.67	21.59	27.21	28.42	19.88	14.84	31.18	20.73
evm.model.scaffold124.17	49.03	49.71	49.99	62.03	63.25	44.78	54.13	65.33	58.88
evm.model.scaffold124.16	60.11	61.38	58.89	66.96	83.16	60.21	52.73	68.97	64.33
evm.model.scaffold124.15	11.47	13.13	11.69	14.81	19.32	15.93	15.08	25.28	17.62
evm.model.scaffold124.14	21.46	20.19	21.81	23.27	24.32	16.71	11.27	29.42	17.5
evm.model.scaffold124.13	420.43	479.38	485.03	358.15	365.52	744.06	512.98	541.52	611.71
evm.model.scaffold124.12	157.78	144.27	166.76	224.54	179.64	125.28	131.11	189.8	138.66
evm.model.scaffold124.11	3.48	2.73	2.22	7.83	10.01	1.52	6.3	12.69	3.75
evm.model.scaffold124.10	19.24	22.95	17.08	25.37	22.89	23.94	18.2	21.84	28.33
evm.model.scaffold124.1	6.73	6.46	7.03	5.59	3.95	4.4	1.39	6.78	5.64
evm.model.scaffold123.9	60.87	49.34	44.21	45.89	56.09	67.22	62.74	55.17	55.12
evm.model.scaffold123.8	0.56	1.01	0.17	4.38	1.3	1.15	0.37	1.19	0.37
evm.model.scaffold123.7	318.24	168.37	200.6	278.83	204.22	185.56	462.3	179.79	231.73
evm.model.scaffold123.6	0	1.13	0.71	0	1.66	0.45	0.6	1.13	0.48
evm.model.scaffold123.5	33.08	27.61	28.56	37.02	36.85	36.32	48.93	45.01	35.56
evm.model.scaffold123.4	0.01	0.04	0.04	0.01	0.11	0.06	0.06	0.14	0.05
evm.model.scaffold123.3	0	1.78	0.7	1.56	4.85	1.69	2.37	7.56	3.57
evm.model.scaffold123.2	51.34	57.04	50.45	55.41	75.31	52.37	52.68	74.86	58
evm.model.scaffold123.13	0	15.28	8.05	15.41	37.93	18.45	28.08	73.36	33.56
evm.model.scaffold123.12	110.73	106.99	102.14	111.11	99.82	117.2	74.43	78.18	120.2
evm.model.scaffold123.11	121.17	167.29	180.97	188.63	110.7	258.71	258.96	196.81	216.78
evm.model.scaffold123.10	44.09	37.87	33.85	47.21	48.95	42.47	67.25	70.37	61.23
evm.model.scaffold123.1	0.72	0.66	0.39	0.98	1.03	0.43	0.98	0.69	0.71
evm.model.scaffold122.2	0	0.76	0.56	1.78	0	0	0.67	0.64	0
evm.model.scaffold122.1	28.16	25.79	27.4	41.71	46.88	36.18	29.53	44.16	29.8
evm.model.scaffold121.7	0	0	0	0	0	0	0	0	0
evm.model.scaffold121.6	0	2.73	1.61	4.74	9.5	5.95	5.62	21.47	7.24
evm.model.scaffold121.5	0.06	0.07	0.04	0.05	0.07	0.08	0.08	0.04	0.07
evm.model.scaffold121.4	6.22	5.48	4.5	8.39	5.6	4.4	4.37	4.91	4.79
evm.model.scaffold121.3	0	3.64	1.35	1.87	6.82	3.33	3.12	13.66	6.12
evm.model.scaffold121.2	6.83	22.47	17.72	18.72	3.54	65.99	19.05	14.17	13.07
evm.model.scaffold121.1	0.29	0.14	0.67	0.64	0.07	0.55	0.25	0.06	0.16
evm.model.scaffold120.9	51.48	38.36	55.85	89.95	59.76	37.42	41.97	62.4	40.74
evm.model.scaffold120.8	140.09	74.33	89.49	80.86	76.53	75.26	80.67	107.39	110.81
evm.model.scaffold120.7	1.08	4.64	2.88	6.1	10.78	5.83	7.97	22.8	12.6
evm.model.scaffold120.6	29.95	34.65	23.98	36.95	43.3	24.33	37.06	42.62	35.9
evm.model.scaffold120.5	16.93	18.95	20.99	22.75	19.65	18.42	18.34	20.88	23.6
evm.model.scaffold120.4	15.6	12.24	12.06	19.77	17.2	13.67	13.35	14.62	13.91
evm.model.scaffold120.3	0	8.33	3.57	8.43	20.49	9.16	13.9	41.3	20.06
evm.model.scaffold120.21	1601.02	1366.62	1309.38	2143.77	997.84	1095.16	2304.87	1958.77	1483.66
evm.model.scaffold120.20	1.36	1.3	1.05	1.51	1.38	1.03	0.77	1.75	1.02
evm.model.scaffold120.2	10.9	11.23	11.08	22.67	12.58	13.51	9.53	15.64	9.17
evm.model.scaffold120.19	6.34	5.27	5.39	6.7	7.07	4.08	3.32	6.82	4.47
evm.model.scaffold120.18	305.84	376.6	320.02	590.67	285.51	414.44	375.67	367.31	321.42
evm.model.scaffold120.17	99.5	133.65	104.2	243.67	65.82	210.18	141.21	123	105.17
evm.model.scaffold120.16	30.99	34.52	34.7	57.9	40.3	52.04	46.18	50.2	32.43
evm.model.scaffold120.15	13.32	13.46	14.12	20.97	20.5	8.92	10.02	20.18	13.71
evm.model.scaffold120.14	30.76	32.68	28.59	44.4	46.23	29.48	30.51	54.81	29.63
evm.model.scaffold120.13	23.82	24.42	23.92	36.27	22.91	33.4	24.39	30.94	19.92
evm.model.scaffold120.12	33.83	22.71	27.86	74.5	15.5	17.99	58.28	24.83	18.4
evm.model.scaffold120.11	60.43	42.09	46.76	92.06	54.24	44.91	68.27	55.86	54.35
evm.model.scaffold120.10	297.4	251.75	294.9	446.22	348.29	242.03	198.48	369.38	202.65
evm.model.scaffold120.1	0.32	1.59	4.1	3.8	2.06	0.6	0.86	4.34	3.49
evm.model.scaffold12.99	0	0.13	0.2	0	0.49	0.45	0	0.81	0
evm.model.scaffold12.98	1.58	2.85	2.96	2.39	3.81	2.17	0.71	4.33	2.51
evm.model.scaffold12.97	0.13	1.72	0.54	1.2	2.97	1.78	2.06	8.07	3.28
evm.model.scaffold12.96	6.94	6.41	7.07	8.14	7.88	6.78	3.74	9.42	7.45
evm.model.scaffold12.95	34.46	31.22	31.24	43.4	40.48	29.86	26.41	39.81	31.08
evm.model.scaffold12.94	33.46	32.66	32.16	45.92	40.36	25.31	25.24	43.48	31.05
evm.model.scaffold12.93	25.21	18.87	20.5	29.76	24.55	20.94	22.52	26.12	24.2
evm.model.scaffold12.92	8.67	12.97	13.24	28.57	3.74	33.5	11.07	14.41	16.45
evm.model.scaffold12.91	142.99	148.53	144.95	261.55	118.06	217.43	182.16	297.29	154.94
evm.model.scaffold12.90	205.77	257.71	257.22	299.09	222.75	332.11	219.32	335.67	192.45
evm.model.scaffold12.9	937.3	854.66	734.53	1098.11	587.8	1041.59	2627.19	2764.81	1262.59
evm.model.scaffold12.89	2.06	3.6	2.57	3.91	6.6	5.11	4.56	12.16	6.58
evm.model.scaffold12.88	13.04	15.28	13.17	5.21	8.54	9.34	15.33	7.17	12.39
evm.model.scaffold12.87	8.3	9.48	6.26	12.51	15.21	9.93	8.25	13.13	8.34
evm.model.scaffold12.86	14.48	11.14	10.09	6.63	6.77	10.98	16.82	7	15.59
evm.model.scaffold12.85	28.88	49.86	44.91	17.89	35	35.96	25.6	31.01	41.08
evm.model.scaffold12.84	24.42	34.19	27.85	13.85	30.71	30	24.35	18.09	26.46
evm.model.scaffold12.83	8.98	16.05	10.5	7.39	11.03	8.44	7.92	7.96	12.76
evm.model.scaffold12.82	0	5.44	2.32	4.04	13.56	7.25	9.56	29.28	11.87
evm.model.scaffold12.81	0.7	0.99	0.64	1.64	0.96	0.96	1.38	1	1.06
evm.model.scaffold12.80	0.16	0.3	0.15	0.33	0.28	0.21	0.17	0.61	0.23
evm.model.scaffold12.8	44.28	130.65	89.25	73.27	47.03	244.27	272.6	211.9	120.21
evm.model.scaffold12.79	18.27	17.95	17.47	20.95	22.41	18.29	15.59	21.72	18.73
evm.model.scaffold12.78	6.07	4.92	5.18	7.41	7.55	5.76	6.09	7.84	6.65
evm.model.scaffold12.77	58.47	59.63	55.68	68.29	70.17	61.12	52.36	67.73	55.14
evm.model.scaffold12.76	0.2	0.17	0.52	0.74	0.47	0.28	0.21	0.52	0.32
evm.model.scaffold12.75	0	1.33	2.88	1.59	2.54	1.82	1.19	3.32	6.17
evm.model.scaffold12.74	0	1.71	0.98	1.45	5.65	2.58	3.7	7.3	6.73
evm.model.scaffold12.73	0.03	3.06	0.89	1.89	6.55	2.6	4.06	13.57	5.03
evm.model.scaffold12.72	0.3	6.16	2.72	5.81	17.58	7.73	7.81	27.51	15.55
evm.model.scaffold12.71	21.35	21.76	19.08	21.05	17.77	24.6	26.61	21.53	28.64
evm.model.scaffold12.70	8.94	8.91	7.44	9.14	12.16	8.21	8.43	11.54	9.59
evm.model.scaffold12.7	5.97	5.72	9.39	6.3	1.4	9.5	7.97	11.42	11.5
evm.model.scaffold12.69	4.74	5.39	4.41	4.69	6.9	4.72	5.69	7.8	6.85
evm.model.scaffold12.68	132.23	130.05	142.55	137.05	173.34	129.83	96.06	125.35	131.57
evm.model.scaffold12.67	11.21	12.03	10.24	10.07	14.26	9.53	11.43	12.78	9.49
evm.model.scaffold12.66	0.74	1	0.93	1.39	1.8	1.04	0.65	1.26	1.08
evm.model.scaffold12.65	28.47	31.36	44.35	96.62	22.52	4.79	21.16	34.04	21
evm.model.scaffold12.64	0	0	0	0.16	0	0	0.24	0.12	0.11
evm.model.scaffold12.63	3.84	3.24	2.92	4.22	4.73	3.73	3.37	4.63	4.46
evm.model.scaffold12.62	31.08	33.63	32.11	33.11	40.28	29.78	31.15	35.5	33.11
evm.model.scaffold12.61	0	0.46	0.31	0.82	1.57	1	0.92	2.76	2.26
evm.model.scaffold12.60	0.41	0.31	0.17	0.64	0.49	0.52	0.31	0.47	0.35
evm.model.scaffold12.6	14.81	10.03	13.25	21.47	2.32	28.93	30.47	8.48	22.27
evm.model.scaffold12.59	0.54	4.35	2.38	4.53	9.67	5.14	6.22	14.71	8.85
evm.model.scaffold12.58	0.7	0.39	0.37	0.88	0.67	0.47	1.02	0.7	0.96
evm.model.scaffold12.57	0.09	0.11	0.18	0.26	0.43	0.24	0	0	0.44
evm.model.scaffold12.56	13.51	14.83	14.86	16.9	19.84	16.14	12.58	20.4	16.9
evm.model.scaffold12.55	24.5	26.05	25.44	29.61	24.95	32.48	22.6	31.39	21.92
